borough,block,lot,cd,ct2010,cb2010,schooldist,council,zipcode,firecomp,policeprct,healtharea,sanitboro,sanitsub,address,zonedist1,zonedist2,zonedist3,zonedist4,overlay1,overlay2,spdist1,spdist2,spdist3,ltdheight,splitzone,bldgclass,landuse,easements,ownertype,ownername,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,areasource,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,ext,proxcode,irrlotcode,lottype,bsmtcode,assessland,assesstot,exempttot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,condono,tract2010,xcoord,ycoord,latitude,longitude,zonemap,zmcode,sanborn,taxmap,edesignum,appbbl,appdate,plutomapid,version,sanitdistrict,healthcenterdistrict,firm07_flag,pfirm15_flag,rpaddate,dcasdate,zoningdate,landmkdate,basempdate,masdate,polidate,edesigdate,geom,dcpedited,notes
QN,10213,1025,,,,,,,,,,,,172-18 JAMAICA AVENUE,,,,,,,,,,,,R2,02,0,X,,,20252,,,,,,,,,2,,,20,20,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102131025,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,10209,1002,,,,,,,,,,,,92-23 168TH STREET,,,,,,,,,,,,RR,04,0,X,,,122155,0,122155,0,0,0,0,0,0,7,,,214,214,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102091002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,702,1405,,,,,,,,,,,,35 HUDSON YARDS,,,,,,,,,,,,RR,04,0,X,,,1046332,0,409275,0,0,0,0,0,0,2,,,140,140,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1007021405,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,858,1202,,,,,,,,,,,,22 EAST 29TH STREET,,,,,,,,,,,,RK,05,0,X,,,14206,14206,0,0,14206,0,0,0,0,2,,,0,3,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1008581202,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1029,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,522,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521029,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1030,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,522,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521030,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1021,1305,,,,,,,,,,,,205 12TH STREET,,,,,,,,,,,,R1,02,0,X,,,6707,0,1021,0,0,0,0,0,0,2,,,6,6,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3010211305,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1021,1306,,,,,,,,,,,,205 12TH STREET,,,,,,,,,,,,R1,02,0,X,,,6707,0,993,0,0,0,0,0,0,2,,,6,6,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3010211306,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1068,1203,,,,,,,,,,,,835 CARROLL STREET,,,,,,,,,,,,R1,02,0,X,,,6196,,,,,,,,,2,,,5,5,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3010681203,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1118,1005,,,,,,,,,,,,38 SIXTH AVENUE,,,,,,,,,,,,R5,05,0,X,,,330322,0,6518,0,0,0,0,0,0,2,,,0,2,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011181005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1118,1006,,,,,,,,,,,,38 SIXTH AVENUE,,,,,,,,,,,,R5,05,0,X,,,330322,0,13121,0,0,0,0,0,0,2,,,0,2,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011181006,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1118,1008,,,,,,,,,,,,38 SIXTH AVENUE,,,,,,,,,,,,RR,04,0,X,,,330322,0,67112,0,0,0,0,0,0,2,,,151,151,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011181008,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1118,1002,,,,,,,,,,,,38 SIXTH AVENUE,,,,,,,,,,,,RK,05,0,X,,,330322,2599,0,0,2599,0,0,0,0,2,,,0,3,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3011181002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1014,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521014,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1005,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,352,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1008,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,352,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521008,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1023,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521023,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1021,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521021,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1010,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,352,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521010,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1002,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,788,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1026,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521026,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1808,1001,111,192,2002,04,8,10035,E035,25,1700,1,3B,409 EAST 120 STREET,,,,,,,,,,,,RG,10,0,X,,,19156,19156,0,0,5256,13900,0,0,0,7,,,0,2,,,,,,0,N,3,5,0,0,0,0,0,0,,,,0,0,0,1,1018081001,,0192,1002837,230282,40.7987273047289,-73.932867453521,,,108N094,10611,,,,2,20v2,11,12,,,,,,,,,,,,,
BK,2085,7501,302,31,2000,13,35,11201,E210,88,1100,3,1B,371 FLATBUSH AVENUE EXT,,,,,,,,,,,,RA,08,0,,UNAVAILABLE OWNER,43080,228507,228507,0,0,0,0,0,0,228507,2,0001,11,0,2,0.00,0.00,0.00,0.00,,2,N,0,5,930600,34759067,0,1929,0,0,,,5.30,0,0,0,3,3020857501,4338,0031,989536,190779,40.6903194391091,-73.9809390622689,,,302 031,30706,,3020850002,07/06/2018,2,20v2,02,36,,,,,,,,,,,,,
BK,343,1025,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431025,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BK,343,1033,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431033,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BK,1807,1303,,,,,,,,,,,,399 GATES AVE,,,,,,,,,,,,RP,10,0,X,,,14537,,,,,,,,,2,,,16,24,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3018071303,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2620,1002,,,,,,,,,,,,623 LEONARD STREET,,,,,,,,,,,,R6,02,0,X,,,3439,,,,,,,,,2,,,2,2,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3026201002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3207,1002,,,,,,,,,,,,982 WILLOUGHBY AVE,,,,,,,,,,,,R1,02,0,X,,,7529,,,,,,,,,2,,,8,8,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032071002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3207,1006,,,,,,,,,,,,982 WILLOUGHBY AVE,,,,,,,,,,,,R1,02,0,X,,,7529,,,,,,,,,2,,,8,8,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032071006,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3207,1007,,,,,,,,,,,,982 WILLOUGHBY AVE,,,,,,,,,,,,R1,02,0,X,,,7529,,,,,,,,,2,,,8,8,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032071007,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,239,1002,,,,,,,,,,,,1 CLINTON STREET,,,,,,,,,,,,RR,04,0,X,,,339975,0,380196,0,0,0,0,0,0,2,,,134,135,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3002391002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1024,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,521,0,521,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181024,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1017,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,795,0,795,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181017,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1003,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,504,0,504,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181003,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1004,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,772,0,772,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1005,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,795,0,795,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181005,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BX,2361,1111,,,,,,,,,,,,600 BERGEN AVENUE,,,,,,,,,,,,RG,10,0,X,,,18134,18134,0,0,0,18134,0,0,0,2,,,0,116,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,2,2023611111,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1027,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,522,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521027,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1011,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521011,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3383,1007,,,,,,,,,,,,1257 JEFFERSON AVENUE,,,,,,,,,,,,R1,02,0,X,,,11028,0,1229,0,0,0,0,0,0,2,,,8,8,,,,,,1,N,0,2,0,0,0,0,0,0,,,,0,0,0,3,3033831007,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,10213,1026,,,,,,,,,,,,172-18 JAMAICA AVENUE,,,,,,,,,,,,R2,02,0,X,,,20252,,,,,,,,,2,,,20,20,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102131026,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,10213,1027,,,,,,,,,,,,172-18 JAMAICA AVENUE,,,,,,,,,,,,R2,02,0,X,,,20252,,,,,,,,,2,,,20,20,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102131027,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,10213,1032,,,,,,,,,,,,172-18 JAMAICA AVENUE,,,,,,,,,,,,R2,02,0,X,,,20252,,,,,,,,,2,,,20,20,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102131032,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
QN,10213,1002,,,,,,,,,,,,172-18 JAMAICA AVENUE,,,,,,,,,,,,RP,10,0,X,,,20252,,,,,,,,,2,,,0,11,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,4,4102131002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,343,1028,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431028,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BK,1552,1025,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521025,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1012,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521012,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1004,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,352,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521004,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1018,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,348,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521018,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1020,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,617,0,617,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181020,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1807,1302,,,,,,,,,,,,399 GATES AVE,,,,,,,,,,,,RP,10,0,X,,,14537,,,,,,,,,2,,,16,24,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3018071302,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,343,1011,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,R2,02,0,X,,,48469,0,1936,0,0,0,0,0,0,2,,,17,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431011,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BK,343,1026,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431026,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BK,343,1013,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,R2,02,0,X,,,48469,0,1796,0,0,0,0,0,0,2,,,17,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431013,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BX,3014,1203,,,,,,,,,,,,1560 BOONE AVE,,,,,,,,,,,,RR,04,0,X,,,65452,0,65452,0,0,0,0,0,0,2,,,92,92,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,2,2030141203,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,1552,1028,,,,,,,,,,,,1325 HERKIMER STREET,,,,,,,,,,,,R4,03,0,X,,,21943,0,522,0,0,0,0,0,0,2,,,32,32,,,,,,2,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3015521028,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,343,1022,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431022,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
MN,377,1204,,,,,,,,,,,,101 AVENUE D,,,,,,,,,,,,RR,04,0,X,,,40712,,,,,,,,,2,,,61,62,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1003771204,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,1202,9026,,,,,,,,,,,,279 CENTRAL PARK WEST,,,,,,,,,,,,D9,03,0,X,YOSHIYA PROPERTIES IN,0,0,,,,,,,,,7,1,0,21,21,0.00,0.00,0.00,0.00,N,0,N,5,0,0,0,0,1988,0,0,,,,0,0,0,1,1012029026,,,,,,,,,17S 024,10408,,1012020029,02/13/1990,2,20v2,,,,,,,,,,,,,,,
BX,3115,9021,206,393,1001,10,15,10458,E088,48,1100,2,1B,2481 SOUTHERN BOULEVARD,,,,,,,,,,,,D3,03,0,X,NYC EDUCATION CONST FUND,116800,249600,7800,241800,0,0,7800,0,0,0,2,1,31,311,311,452.83,290.00,130.00,60.00,N,0,Y,5,0,459000,12635550,12635550,1975,0,0,,,2.14,0,0,0,2,2031159021,,0393,,,,,,,200 000,21108,,,,2,20v2,06,21,,,,,,,,,,,,,
MN,1027,7504,105,137,3001,02,3,10019,E023,18,4700,1,2A,230 WEST 56 STREET,,,,,,,,,,,,R4,03,0,,UNAVAILABLE OWNER,30367,181683,0,181683,0,0,0,0,0,0,2,0001,53,107,107,210.46,175.54,0.00,0.00,,0,Y,0,5,4295704,32138098,4660,2002,0,0,,,5.98,0,0,0,1,1010277504,1278,0137,989101,218077,40.7652460367466,-73.9824879624949,,,16W 030,10402,,1010279012,03/10/2003,2,20v2,05,15,,,,,,,,,,,,,
QN,1523,7501,404,481,1001,24,25,11373,E292,110,1410,4,1E,77-16 WOODSIDE AVENUE,,,,,,,,,,,,RM,04,0,,UNAVAILABLE OWNER,1934,5755,2257,3498,2257,0,0,0,0,0,2,0001,4,4,6,0.00,0.00,0.00,0.00,,2,N,0,5,54381,643500,184232,2014,0,0,,,2.98,0,0,0,4,4015237501,961,0481,1015473,210139,40.7434044562085,-73.8873223579968,,,409 025,40904,,4015230008,09/09/2016,2,20v2,04,42,,,,,,,,,,,,,
QN,52,7502,402,7,1000,30,26,11101,L115,108,720,4,2A,11-35 45 AVENUE,,,,,,,,,,,,R4,03,0,,UNAVAILABLE OWNER,10000,31510,3150,28360,0,0,3150,0,0,0,2,0001,6.5,38,58,0.00,0.00,0.00,0.00,,0,N,5,5,270000,2938513,0,2014,0,0,,,3.15,0,0,0,4,4000527502,993,0007,998540,211704,40.7477435610317,-73.9484268639364,,,401 019,40101,,4000520008,08/05/2016,2,20v2,02,41,,,,,,,,,,,,,
QN,5066,7507,407,871,1003,25,20,11354,L129,109,1200,4,1E,131-01 40 ROAD,,,,,,,,,,,,R4,03,0,,UNAVAILABLE OWNER,44348,217580,0,217580,0,0,0,0,0,0,2,0001,17,248,248,0.00,0.00,0.00,0.00,,0,N,0,5,2155531,15292352,0,2016,0,0,,,4.91,0,0,0,4,4050667507,1014,0871,1029284,214946,40.7565388900054,-73.8374490917431,,,411 009,42503,,4050669102,07/07/2017,2,20v2,07,43,,,,,,,,,,,,,
MN,1054,9060,104,121,3000,02,3,10036,E054,18,4500,1,3B,452 WEST 45 STREET,,,,,,,,,,,,D7,04,0,,44-45 REALTY ASSOCIATES LP,2510,15000,0,12550,0,0,0,0,0,0,2,1,5,11,12,25.00,100.42,25.00,100.42,N,0,N,0,0,225900,1039500,0,1940,1986,0,,,5.98,0,0,0,1,1010549060,,0121,,,,,,,100 000,10404,,1010549060,01/06/1994,2,20v2,04,15,,,,,,,,,,,,,
BK,157,8009,302,37,1003,15,33,11201,L110,84,2400,3,2B,9 HOYT STREET,,,,,,,,,,,,D6,04,0,,"NEXT GENERATION CHERA II, LLC.",3474,3474,3474,0,3474,0,0,0,0,0,2,1,52,481,482,0.00,0.00,0.00,0.00,N,0,N,8,0,132300,171900,0,1920,0,0,,,1.00,0,0,0,3,3001578009,,0037,,,,,,,302 024,30104,,3001570001,02/25/1986,2,20v2,02,38,,,,,,,,,,,,,
MN,1118,9001,,,,,,,,,,,,60 WEST 66 STREET,,,,,,,,,,,,D8,03,0,,CORPORATION OF PRESI,25104,301000,29000,272000,0,13000,16000,0,0,0,2,1,36,321,325,200.83,150.00,63.00,131.00,N,3,Y,3,2,9265050,41893650,3770430,1974,0,0,,,11.99,0,0,0,1,1011189001,,,,,,,,,100 000,10406,,,,2,20v2,,,,,,,,,,,,,,,
MN,841,1202,,,,,,,,,,,,1050 AVENUE OF THE AMERICAS,,,,,,,,,,,,RR,04,0,X,,,59566,,,,,,,,,2,,,62,63,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1008411202,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
MN,841,1201,,,,,,,,,,,,1050 AVENUE OF THE AMERICAS,,,,,,,,,,,,R5,05,0,X,,,59566,,,,,,,,,2,,,62,63,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,1,1008411201,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BX,2320,1002,201,51,1023,07,8,10451,E060,40,3800,2,1A,2505 3RD AVENUE,,,,,,,,,,,,RR,04,0,X,,,8000,0,8000,0,0,0,0,0,0,2,,,11,11,,,,,,0,N,5,5,0,0,0,0,0,0,,,,0,0,0,2,2023201002,,0051,1004025,234562,40.810472144698,-73.9285640292086,,,209S002,20902,,,,2,20v2,01,23,,,,,,,,,,,,,
BK,343,1030,306,63,1002,15,39,11231,E202,76,4000,3,2C,145 PRESIDENT STREET,,,,,,,,,,,,RG,10,0,X,,,48469,153,0,0,0,0,0,0,153,2,,,0,17,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3003431030,,0063,983972,188227,40.6833163579666,-74.0010023428231,,,301 031,30202,,,,2,20v2,06,38,,,,,,,,,,,,,
BX,2608,7501,,,,,,,,,,,,545 EAST 166TH STREET,,,,,,,,,,,,R0,,0,X,545 E. 166TH STREET HDFC,8383,48000.0000,,,,,,,,,5,1,8,41,43,59.61,147.71,100.00,60.00,,0,Y,0,5,0,0,0,2017,2016,0,,,5.73,0,0,0,2,2026087501,249,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,7981,1001,318,950,1007,18,46,11236,L170,69,7510,3,5C,1645 RALPH AVENUE,,,,,,,,,,,,R5,05,0,X,,,22311,22311,0,0,22311,0,0,0,0,2,,,0,7,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3079811001,,0950,1006825,171148,40.6364095016761,-73.9186619175072,,,315 051,32402,,,,2,20v2,18,33,,,,,,,,,,,,,
BK,2771,7502,,,,,,,,,,,,267 AINSLIE ST,,,,,,,,,,,,R0,,0,X,267 AINSLIE STREET LLC,2500,6000.0000,,,,,,,,,5,1,4,5,5,25.00,100.00,25.00,60.00,,0,N,0,5,0,0,0,1920,0,0,,,2.40,0,0,0,3,3027717502,4531,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,2110,1001,,,,,,,,,,,,300 ASHLAND PLACE,,,,,,,,,,,,RR,04,0,X,,,433800,0,202414,0,0,0,0,0,0,2,,,303,303,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3021101001,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3207,1003,,,,,,,,,,,,982 WILLOUGHBY AVE,,,,,,,,,,,,R1,02,0,X,,,7529,,,,,,,,,2,,,8,8,,,,,,0,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3032071003,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,3383,1002,,,,,,,,,,,,1257 JEFFERSON AVENUE,,,,,,,,,,,,R1,02,0,X,,,11028,0,1535,0,0,0,0,0,0,2,,,8,8,,,,,,1,N,0,2,0,0,0,0,0,0,,,,0,0,0,3,3033831002,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
BK,5218,1019,,,,,,,,,,,,631 E 18 ST,,,,,,,,,,,,R4,03,0,X,,,400,0,400,0,0,0,0,0,0,2,,,26,26,,,,,,1,N,0,5,0,0,0,0,0,0,,,,0,0,0,3,3052181019,,,,,,,,,,,,,,2,20v2,,,,,,,,,,,,,,,
